fulcrum_id,latitude,longitude,name_of_surveyor,date_of_survey,type_of_disaster,site_id,project,photos,photos_caption,photos_url,total_damage_rating,gps_pin,street_address_sub_thoroughfare,street_address_thoroughfare,street_address_suite,street_address_locality,street_address_sub_admin_area,street_address_admin_area,street_address_postal_code,street_address_country,street_address_full,building_use,building_use_other,number_of_stories,age_yrs,attached_garage,roof_shape,roof_shape_other,roof_cover_format,roof_cover_format_other,roof_cover_material,roof_cover_material_other,roof_framing,roof_framing_other,structural_wall,structural_wall_other,wall_covercladding,wall_covercladding_other,structure_elevated,height_above_grade,shuttersstorm_panels,hurricane_clips,damage_cause,damage_cause_other,roof_cover_dmg,roof_sheathing_dmg,roof_framing_dmg,wall_cover_dmg,wall_sheathing_dmg,wall_framingstructure_dmg,windows_dmg,garage_door_dmg,patio_doors_dmg,entry_doors_dmg,structure_usable,notes,qc_id,qc_code,qc_notes
b3086014-befd-46fe-a7a2-a46aeada802e,28.090271,-97.214683,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0007-TK,CMMI-1266418,"d0fac479-4a55-4964-9b17-2b7298d68c86,fd78c078-9f80-45a9-a710-3b5bf95b9e1f,7878b7c1-9e98-4e1f-ba0a-a1594e94b1d8,32d5c740-d9f6-4593-9b73-2d73a4ca00ab",",,,",https://web.fulcrumapp.com/photos/view?photos=d0fac479-4a55-4964-9b17-2b7298d68c86%2Cfd78c078-9f80-45a9-a710-3b5bf95b9e1f%2C7878b7c1-9e98-4e1f-ba0a-a1594e94b1d8%2C32d5c740-d9f6-4593-9b73-2d73a4ca00ab,1=Minor,7,429,Copano Bay Dr,,Bayside,Refugio,TX,78340,US,429 Copano Bay Dr Bayside Refugio TX 78340 US,Single Family,,2,38,yes,Gambrel,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,no,,no,n/a,Wind,,5%,0%,0%,25%,0%,0%,0%,no,n/a,no,yes,n/a,BW,2a,"updated address and GPS pin, completed damage assessment, updated construction details"
56d60fe2-c15d-4cfe-811d-9d6fa18002a4,28.091222,-97.215119,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0008-TK,CMMI-1266418,dffadf98-2b5b-4b02-8a3e-c728df0aaf42,,https://web.fulcrumapp.com/photos/view?photos=dffadf98-2b5b-4b02-8a3e-c728df0aaf42,1=Minor,8,503,1st St,,Bayside,,TX,78340,,503 1st St Bayside TX 78340,Single Family,,1,17,no,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,no,,no,n/a,Wind,,5%,0%,0%,0%,0%,0%,0%,n/a,n/a,no,yes,n/a,BW,2a,"updated address and GPS pin, completed damage assessment, updated construction info"
7a7e0581-c794-444b-b92f-e9b8d39dea86,28.091044,-97.214347,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0009-TK,CMMI-1266418,18d01762-6677-42bf-a5ba-badcde845d83,,https://web.fulcrumapp.com/photos/view?photos=18d01762-6677-42bf-a5ba-badcde845d83,4=Total,9,508,1st St,,Bayside,,TX,78340,,508 1st St Bayside TX 78340,Single Family,,2,62,no,Complex,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,no,,no,n/a,Wind,,75%,50%,50%,25%,25%,25%,50%,n/a,n/a,yes,no,n/a,BW,2a,"updated address and GPS pin, completed damage assessment, completed construction details"
06154d3a-4d8f-4175-b46f-86360fb8baea,28.091565,-97.214111,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0010-TK,CMMI-1266418,"959cfade-7acd-4e38-a765-596ca47bb9d7,815a0750-0aa7-4bc9-b9cf-3ffa2e2a0f7b,bc3048f3-8412-47cc-bbda-4c026c253fd2,bc3da4ed-3c7f-4b09-98b7-3cbc07fce306,bde11480-438d-49e6-b7bb-4483882968a7,2e6ba05c-837d-4e71-8729-fd671ecec754,3760c51d-72f7-4f1f-a0df-7ea8a05f8ccb,a2fea9b5-065f-4b39-857b-d74b8a130111,9f151374-0ab9-4e09-b237-9a2640168c12,0fb2f080-38b8-4440-a01a-590889eff847,d254f689-c856-46da-918e-f66a9f9fdcfb",",,,,,,,,,,",https://web.fulcrumapp.com/photos/view?photos=959cfade-7acd-4e38-a765-596ca47bb9d7%2C815a0750-0aa7-4bc9-b9cf-3ffa2e2a0f7b%2Cbc3048f3-8412-47cc-bbda-4c026c253fd2%2Cbc3da4ed-3c7f-4b09-98b7-3cbc07fce306%2Cbde11480-438d-49e6-b7bb-4483882968a7%2C2e6ba05c-837d-4e71-8729-fd671ecec754%2C3760c51d-72f7-4f1f-a0df-7ea8a05f8ccb%2Ca2fea9b5-065f-4b39-857b-d74b8a130111%2C9f151374-0ab9-4e09-b237-9a2640168c12%2C0fb2f080-38b8-4440-a01a-590889eff847%2Cd254f689-c856-46da-918e-f66a9f9fdcfb,1=Minor,10,516,1st St,,Bayside,,TX,78340,,516 1st St Bayside TX 78340,Single Family,,2,12,yes,"Gable,Flat",,Shingles,,Asphalt,,Wood,,Wood Frame,,Brick Veneer,,yes,10,no,n/a,"Wind,Surge",,10%,0%,0%,0%,0%,0%,0%,no,n/a,no,yes,home of local builder with in-depth resilience enhancing philosophy toward construction,BW,2a,"updated address and GPS pin, completed damage assessment, updated construction details; TKC added additional photos"
746c2773-d64e-4a06-91a5-3a06ce01d0b2,28.09169,-97.213996,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0011-TK,CMMI-1266418,"d954f2ff-512e-4919-84c0-9af02427566f,fee54ff1-2d98-4ce0-b110-33b307a7abac,9ca55c51-fdba-4612-9d82-5ff3b7b80aec",",,",https://web.fulcrumapp.com/photos/view?photos=d954f2ff-512e-4919-84c0-9af02427566f%2Cfee54ff1-2d98-4ce0-b110-33b307a7abac%2C9ca55c51-fdba-4612-9d82-5ff3b7b80aec,2=Moderate,11,518,1st St,,Bayside,,TX,78340,,518 1st St Bayside TX 78340,Single Family,,2,6,no,Hip,,Shingles,,Asphalt,,Wood,,Wood Frame,,Vinyl Siding,,no,,yes,n/a,Wind,,50%,0%,0%,50%,0%,0%,0%,n/a,n/a,no,yes,n/a,BW,2a,"updated address and GPS pin, completed damage assessment, confirmed construction details"
b4d20a29-790a-4f09-accb-da9ba55fe7b0,28.091932,-97.213819,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0013-TK,CMMI-1266418,1c0e9749-c1ac-4abc-a506-31ad0ad557e5,,https://web.fulcrumapp.com/photos/view?photos=1c0e9749-c1ac-4abc-a506-31ad0ad557e5,2=Moderate,13,522,1st St,,Bayside,,TX,78340,,522 1st St Bayside TX 78340,Single Family,,1,6,no,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,no,,no,n/a,Wind,,50%,0%,0%,25%,0%,0%,0%,n/a,n/a,no,yes,n/a,BW,2a,"Updated address, completed damage assessment, completed construction details"
a4c43334-5024-43c8-8c46-99b6716fd445,28.092113,-97.214168,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0012-TK,CMMI-1266418,"0bb18941-66d3-41f7-a28e-35f21b8980c3,a5523d7e-2b3d-490c-8aca-a880979fb9ab,3af64f13-9003-491d-aece-0a37266ef08e,34e650d9-c552-4474-b2fe-4aedc883955a,910bcee4-af5e-46f7-aa72-0ac74645faa1,0c6b01ba-4999-487c-a902-eff19eb7394d",",,,,,",https://web.fulcrumapp.com/photos/view?photos=0bb18941-66d3-41f7-a28e-35f21b8980c3%2Ca5523d7e-2b3d-490c-8aca-a880979fb9ab%2C3af64f13-9003-491d-aece-0a37266ef08e%2C34e650d9-c552-4474-b2fe-4aedc883955a%2C910bcee4-af5e-46f7-aa72-0ac74645faa1%2C0c6b01ba-4999-487c-a902-eff19eb7394d,2=Moderate,12,521,1st St,,Bayside,,TX,78340,,521 1st St Bayside TX 78340,Single Family,,1,72,no,Hip,,Shingles,,Wood,,Wood,,Wood Frame,,Wood Siding,,no,,yes,n/a,Wind,,25%,0%,0%,25%,0%,0%,0%,n/a,n/a,no,yes,n/a,BW,2a,"updated address and completed damage assessment, wall is deformed and seems to be sloping down, updated construction details"
56c37342-8500-4cdb-b2f0-cedc68198b0a,28.092611,-97.213722,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0014-TK,CMMI-1266418,"f5b225ca-afc5-4b1f-8dc2-3ddc878e4434,1eea96d6-163e-46cf-8bb8-2106bd01616f,156b485a-6bd6-4b1a-92d1-be16c365e343",",,",https://web.fulcrumapp.com/photos/view?photos=f5b225ca-afc5-4b1f-8dc2-3ddc878e4434%2C1eea96d6-163e-46cf-8bb8-2106bd01616f%2C156b485a-6bd6-4b1a-92d1-be16c365e343,3=Severe,14,531,1st St,,Bayside,,TX,78340,,531 1st St Bayside TX 78340,Single Family,,1,52,no,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Stucco,,no,,no,n/a,Wind,,50%,50%,25%,0%,0%,0%,0%,n/a,n/a,no,no,n/a,BW,2a,"updated address, completed damage assessment, completed construction info"
e2ee93c0-d15c-44d4-8830-6b2415972df9,28.093264,-97.212558,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0016-TK,CMMI-1266418,"a97ba9eb-f475-40af-a0c3-770761c5dc20,a75d00be-2238-414d-aca4-bcf762939150,28eddb44-ec5a-4b12-8cf6-b81dab65237a",",,",https://web.fulcrumapp.com/photos/view?photos=a97ba9eb-f475-40af-a0c3-770761c5dc20%2Ca75d00be-2238-414d-aca4-bcf762939150%2C28eddb44-ec5a-4b12-8cf6-b81dab65237a,2=Moderate,16,608,1st St,,Bayside,,TX,78340,,608 1st St Bayside TX 78340,Industrial,,1,,no,Gable,,Continuous Surface,,Metal,,CF Steel,,CF Steel,,Metal,,no,,no,n/a,Wind,,25%,0%,0%,25%,0%,0%,0%,n/a,n/a,no,yes,n/a,BW,2a,"updated address, completed damage assessment, updated construction info, no age available"
00c8bdbf-e7fd-4a2e-9c8f-13038ac5a83d,28.094804,-97.211759,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0017-TK,CMMI-1266418,"7a531552-9ec9-4447-b446-84f1fe97d4b3,a825f127-be7c-4815-9d89-3525b0c0ca5a,1c4643a4-8e08-4722-a5dc-3ebcdcd2496f",",,",https://web.fulcrumapp.com/photos/view?photos=7a531552-9ec9-4447-b446-84f1fe97d4b3%2Ca825f127-be7c-4815-9d89-3525b0c0ca5a%2C1c4643a4-8e08-4722-a5dc-3ebcdcd2496f,4=Total,17,635,1st St,,Bayside,,TX,78340,,635 1st St Bayside TX 78340,Single Family,,1,14,no,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Vinyl Siding,,yes,5,no,n/a,Wind,,100%,100%,75%,25%,0%,0%,0%,n/a,n/a,no,no,n/a,BW,2a,"updated address, completed damage assessment, completed construction details"
65095987-55f7-40a7-a745-8cfa57dc89ba,28.095273,-97.212528,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0018-TK,CMMI-1266418,"8102a235-1537-4833-8436-3abc9668581e,7009ff23-f752-40ac-a942-9ae1c45d99df",",",https://web.fulcrumapp.com/photos/view?photos=8102a235-1537-4833-8436-3abc9668581e%2C7009ff23-f752-40ac-a942-9ae1c45d99df,0=No Damage,18,631,2nd St,,Bayside,,TX,78340,,631 2nd St Bayside TX 78340,Single Family,,1,51,no,Gable,,Panels,,Metal,,Wood,,Wood Frame,,Wood Siding,,no,,yes,n/a,,,0%,0%,0%,0%,0%,0%,0%,n/a,n/a,no,yes,n/a,BW,2a,"updated address, completed damage assessment, updated construction info"
053abb75-d066-49bd-a99a-cae4cc4fe166,28.096226,-97.212843,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0019-TK,CMMI-1266418,"44d9caad-7a52-4851-be68-7ac840553113,7e922106-fe62-4ddc-b760-748b7da78d93,a3e09a95-66c9-4b7a-90de-6cfcfe25d7c1",",,",https://web.fulcrumapp.com/photos/view?photos=44d9caad-7a52-4851-be68-7ac840553113%2C7e922106-fe62-4ddc-b760-748b7da78d93%2Ca3e09a95-66c9-4b7a-90de-6cfcfe25d7c1,4=Total,19,701,3rd St,,Bayside,,TX,78340,,701 3rd St Bayside TX 78340,Single Family,,1,67,yes,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,no,,no,n/a,Wind,,100%,100%,100%,50%,50%,50%,0%,yes,n/a,yes,no,n/a,BW,2a,"updated address, completed damage assessment, confirmed construction details"
ee995890-6b97-4fee-b356-b358cd7dfb68,28.095185,-97.213183,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0020-TK,CMMI-1266418,d3b3d8f1-49b1-4a0e-90b2-ecde7d96ce5e,,https://web.fulcrumapp.com/photos/view?photos=d3b3d8f1-49b1-4a0e-90b2-ecde7d96ce5e,4=Total,20,628,3rd St,,Bayside,,TX,78340,,628 3rd St Bayside TX 78340,Single Family,,1,72,no,Gable,,Continuous Surface,,Metal,,Wood,,Wood Frame,,Wood Siding,,no,,no,n/a,Wind,,100%,100%,100%,50%,50%,50%,50%,n/a,n/a,no,no,n/a,BW,2a,"updated address, completed damage assessment, updated construction details"
30029f0d-987a-48a5-9bb0-54576efed32a,28.094016,-97.213891,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0021-TK,CMMI-1266418,"cfea1124-9831-4f57-8b2b-b97495fa56e9,a4b469ea-d4f7-43e3-9818-cf0e8be1dfff",",",https://web.fulcrumapp.com/photos/view?photos=cfea1124-9831-4f57-8b2b-b97495fa56e9%2Ca4b469ea-d4f7-43e3-9818-cf0e8be1dfff,0=No Damage,21,612,3rd St,,Bayside,,TX,78340,,612 3rd St Bayside TX 78340,Industrial,,1,45,no,Gable,,Continuous Surface,,Metal,,CF Steel,,CF Steel,,Metal,,no,,no,n/a,,,0%,0%,0%,0%,0%,0%,0%,n/a,n/a,no,yes,n/a,BW,2a,"updated address, completed damage assessment, confirmed construction details"
005f8db9-764f-4131-a9cd-50c0c4acfcf6,28.092776,-97.214807,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0022-TK,CMMI-1266418,"915a7eca-91f7-4d03-8c4a-abe12a8684e7,66f05710-cb5c-47fa-bda1-f9480255993a,abdd3d94-1e63-4ccd-8308-b1f3031cd65c,dc237251-9353-47e8-a69a-10ef90ced766",",,,",https://web.fulcrumapp.com/photos/view?photos=915a7eca-91f7-4d03-8c4a-abe12a8684e7%2C66f05710-cb5c-47fa-bda1-f9480255993a%2Cabdd3d94-1e63-4ccd-8308-b1f3031cd65c%2Cdc237251-9353-47e8-a69a-10ef90ced766,2=Moderate,22,528,3rd St,,Bayside,,TX,78340,,528 3rd St Bayside TX 78340,Single Family,,1,82,no,Gable,,Continuous Surface,,Metal,,Wood,,Wood Frame,,Wood Siding,,no,,no,n/a,Wind,,25%,25%,0%,0%,0%,0%,0%,n/a,n/a,no,yes,n/a,BW,2a,"updated address, completed damage assessment, updated construction info"
14f53a79-cd52-4559-946f-81f6a0ee8449,28.092235,-97.215284,Tracy Kijewski-Correa,9/10/2017,Hurricane,HH-091017-S0023-TK,CMMI-1266418,"a4bd1458-1b28-4a6f-a780-b7d056c5117e,bd85c130-b100-4e36-aaa9-ddc16f376cda,c4cb8fa1-16a7-4595-9f00-c98385b8a2c2,af6c58b3-f448-4535-9d04-b45c05a8fea3,232cff16-152d-4d86-b51a-464ab3afd0bc,db1cac9b-f6aa-41a1-a099-e224c123061b,713e5176-ca0b-4fb6-a2a5-9e2fc8b72532,a657c03d-53bd-4e01-88ac-0c88cd70f599,bb9ab4ea-55ce-4f3e-acab-bb7731f522a7,f0a35da1-a477-4b7f-b123-5aa24a69c04b,09f23ce9-8d3a-4d8e-b078-7e7ec5ef7270,fc1dda90-8ba2-436d-adca-b209d72caa90",",,,,,,,,,,,Damage to adjacent home as point of contrast",https://web.fulcrumapp.com/photos/view?photos=a4bd1458-1b28-4a6f-a780-b7d056c5117e%2Cbd85c130-b100-4e36-aaa9-ddc16f376cda%2Cc4cb8fa1-16a7-4595-9f00-c98385b8a2c2%2Caf6c58b3-f448-4535-9d04-b45c05a8fea3%2C232cff16-152d-4d86-b51a-464ab3afd0bc%2Cdb1cac9b-f6aa-41a1-a099-e224c123061b%2C713e5176-ca0b-4fb6-a2a5-9e2fc8b72532%2Ca657c03d-53bd-4e01-88ac-0c88cd70f599%2Cbb9ab4ea-55ce-4f3e-acab-bb7731f522a7%2Cf0a35da1-a477-4b7f-b123-5aa24a69c04b%2C09f23ce9-8d3a-4d8e-b078-7e7ec5ef7270%2Cfc1dda90-8ba2-436d-adca-b209d72caa90,0=No Damage,23,513,2nd St,,Bayside,,TX,78340,,513 2nd St Bayside TX 78340,Business,,1,,no,Flat,,Continuous Surface,,LW Concrete,,Wood,,Wood Frame,,Wood Siding,,no,,no,n/a,,,0%,0%,0%,0%,0%,0%,0%,n/a,n/a,no,yes,Also built by local contractor Sid Weatherford,BW,2a,"updated address, completed damage assessment, completed construction details, no age available; additional photo and notes by TKC"
edee9603-4b83-480f-8c5d-4ff1cf5f18ea,28.06403,-97.09933,Tracy Kijewski-Correa,9/8/2017,Hurricane,HH-090817-S0002-TK,CMMI-1266418,"f94fbb16-ce8e-4bb3-be35-6d3516cb540e,e1b8963b-f535-4e75-90aa-d130eaa7564b",",",https://web.fulcrumapp.com/photos/view?photos=f94fbb16-ce8e-4bb3-be35-6d3516cb540e%2Ce1b8963b-f535-4e75-90aa-d130eaa7564b,2=Moderate,4,101,Lakeview Rd.,,Rockport,,TX,78382,,101 Lakeview Rd. Rockport TX 78382,Single Family,,1,31,yes,Hip,,Shingles,,Asphalt,,Wood,,Wood Frame,,Brick Veneer,,no,,no,n/a,"Wind,Surge",,50%,0%,0%,0%,0%,0%,0%,yes,n/a,no,,"Extensive debris on property, possibly from surge",MM,2a,Updated construction year. Updated address and GPS pin.  Roof cover loss was closer to 50%.
311174f3-1d66-471e-895b-69246e90ee06,28.064274,-97.099907,Tracy Kijewski-Correa,9/8/2017,Hurricane,HH-090817-S0003-TK,CMMI-1266418,"0584947a-8e88-4cd1-9391-ea1677285cf7,a5a45805-a354-4581-bc8d-c38efeebb550,7a603923-8fb1-407a-b398-15385d52798e,bad77156-5a1a-4ad3-ba6a-34ea3d69a6cb",",,,",https://web.fulcrumapp.com/photos/view?photos=0584947a-8e88-4cd1-9391-ea1677285cf7%2Ca5a45805-a354-4581-bc8d-c38efeebb550%2C7a603923-8fb1-407a-b398-15385d52798e%2Cbad77156-5a1a-4ad3-ba6a-34ea3d69a6cb,1=Minor,5,102,Lakeview Rd.,,Rockport,,TX,78382,,102 Lakeview Rd. Rockport TX 78382,Single Family,,1,68,yes,Complex,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,yes,3,no,n/a,Wind,,25%,0%,0%,0%,0%,0%,0%,n/a,no,no,yes,n/a,MM,2a,Updated address and GPS pin.  Updated construction year.
6fb8a62b-5798-42ab-bcdd-edb48d5860bc,28.064241,-97.099228,Tracy Kijewski-Correa,9/8/2017,Hurricane,HH-090817-S0004-TK,CMMI-1266418,"88c78e33-ff47-4746-a1c8-2403508e3daa,a7c815e2-2697-4e2a-b572-878b370fa707,06d30de1-d54c-49dd-885e-dd7e0c0bc33e",",,",https://web.fulcrumapp.com/photos/view?photos=88c78e33-ff47-4746-a1c8-2403508e3daa%2Ca7c815e2-2697-4e2a-b572-878b370fa707%2C06d30de1-d54c-49dd-885e-dd7e0c0bc33e,1=Minor,6,105,Lakeview Rd.,,Rockport,,TX,78382,,105 Lakeview Rd. Rockport TX 78382,Single Family,,1,78,no,Complex,,Shingles,,Asphalt,,Wood,,Wood Frame,,Brick Veneer,,yes,5,no,n/a,Wind,,0%,0%,0%,0%,0%,0%,25%,n/a,n/a,no,yes,"Shipping container, height above grade  is 1.4m",MM,2a,Updated construction year and roof materials.  Updated address and GPS pin.  Damage rating changed to minor.
aca94f03-6bee-42c8-b6c8-2d22180424f7,28.064565,-97.09991,Tracy Kijewski-Correa,9/8/2017,Hurricane,HH-090817-S0005-TK,CMMI-1266418,"dabdd41d-21ef-4a73-93c2-77ad9dc5f0cf,ef8b49bb-7025-46f1-96ed-018d1a6a13d1,3b5fc4f2-3086-47b5-870d-723c9e9095f5,b7faae0d-8e39-42b5-bdbf-26adcd8992b6",",,,",https://web.fulcrumapp.com/photos/view?photos=dabdd41d-21ef-4a73-93c2-77ad9dc5f0cf%2Cef8b49bb-7025-46f1-96ed-018d1a6a13d1%2C3b5fc4f2-3086-47b5-870d-723c9e9095f5%2Cb7faae0d-8e39-42b5-bdbf-26adcd8992b6,4=Total,7,106,Lakeview Rd.,,Rockport,,TX,78382,,106 Lakeview Rd. Rockport TX 78382,Single Family,,1,34,no,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Vinyl Siding,,yes,2,,n/a,Wind,,100%,100%,100%,100%,100%,100%,100%,n/a,n/a,yes,no,"elevated-home lost, heigh above grade is 2.5m",MM,2a,Updated address and GPS pin.  Updated construction year and building materials.
b0bd75a8-5e45-4633-ae27-9cb986d82adf,28.064897,-97.099956,Tracy Kijewski-Correa,9/8/2017,Hurricane,HH-090817-S0006-TK,CMMI-1266418,"ce98c826-e119-40e4-b02a-740d700a5a93,7e76d8df-de7e-409a-ba94-1a6208819897,7bd6ad97-6dc6-41eb-8f9a-d5dd204cbef4,1eb18f01-2cde-4cde-84ee-383f0d045bf1,73c5268c-2056-433f-aead-6c9062d85ec8",",,,,",https://web.fulcrumapp.com/photos/view?photos=ce98c826-e119-40e4-b02a-740d700a5a93%2C7e76d8df-de7e-409a-ba94-1a6208819897%2C7bd6ad97-6dc6-41eb-8f9a-d5dd204cbef4%2C1eb18f01-2cde-4cde-84ee-383f0d045bf1%2C73c5268c-2056-433f-aead-6c9062d85ec8,1=Minor,7,110,Lakeview Rd.,,Rockport,,TX,78382,,110 Lakeview Rd. Rockport TX 78382,Single Family,,1,58,yes,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Vinyl Siding,,yes,,yes,n/a,Wind,,25%,0%,0%,25%,0%,0%,0%,n/a,n/a,yes,yes,"Plywood storm cover, elevation above grade is .6m",MM,2a,Updated construction year and building materials. Updated address and GPS pin.  Wall cover loss was closer to 50%.
3bc7b4a7-caf2-44db-b3fb-b76645c06ef8,28.065204,-97.099959,Tracy Kijewski-Correa,9/8/2017,Hurricane,HH-090817-S0007-TK,CMMI-1266418,"daf6ef44-d4a6-4664-b289-33e4f6bf4927,2089373b-bc9f-42d7-8dc1-af7e0f700c0d,e7590fdc-9cf8-4c1e-96de-78a3df84cc45,983e3f4e-0256-4edf-bb8e-b9a8371117b7,a887b5ed-acba-4555-aa9e-246725472583,4026c42c-af2c-4817-99b1-c740b65ae36f",",,,,,",https://web.fulcrumapp.com/photos/view?photos=daf6ef44-d4a6-4664-b289-33e4f6bf4927%2C2089373b-bc9f-42d7-8dc1-af7e0f700c0d%2Ce7590fdc-9cf8-4c1e-96de-78a3df84cc45%2C983e3f4e-0256-4edf-bb8e-b9a8371117b7%2Ca887b5ed-acba-4555-aa9e-246725472583%2C4026c42c-af2c-4817-99b1-c740b65ae36f,2=Moderate,8,114,Lakeview Rd.,,Rockport,,TX,78382,,114 Lakeview Rd. Rockport TX 78382,Single Family,,1,41,yes,Complex,,Shingles,,Asphalt,,Wood,,Wood Frame,,Aluminum Siding,,yes,7,,no,Wind,,50%,25%,25%,0%,25%,0%,0%,no,no,no,yes,"Roof cover gable, wall cover is aluminum and vinyl, elevation is 2.35m",MM,2a,Updated address and GPS pin.  Roof sheathing and structure loss changed to 25%.  Updated construction year and building materials.
67212f80-4f5f-47e8-a8c0-1c503692b921,28.065408,-97.099232,Tracy Kijewski-Correa,9/8/2017,Hurricane,HH-090817-S0008-TK,CMMI-1266418,"7804785b-330e-4982-a050-797c4398b930,f8edbaf8-4d15-4bd4-82f3-91bf49c9ecf3,a615b299-6748-49aa-8553-3d6c36bca9a7,61ec6e42-d568-4ab6-be3c-161709979b59,b7338bc7-14e4-461e-9478-5ffd295d3bf2,e5b725cc-8d61-4b37-8851-49559dfc7db2,11907865-0c3b-4fe0-82a7-6004c6637398",",,,,,,",https://web.fulcrumapp.com/photos/view?photos=7804785b-330e-4982-a050-797c4398b930%2Cf8edbaf8-4d15-4bd4-82f3-91bf49c9ecf3%2Ca615b299-6748-49aa-8553-3d6c36bca9a7%2C61ec6e42-d568-4ab6-be3c-161709979b59%2Cb7338bc7-14e4-461e-9478-5ffd295d3bf2%2Ce5b725cc-8d61-4b37-8851-49559dfc7db2%2C11907865-0c3b-4fe0-82a7-6004c6637398,0=No Damage,9,115,Lakeview Rd.,,Rockport,,TX,78382,,115 Lakeview Rd. Rockport TX 78382,Single Family,,2,,no,Gable,,Shingles,,Metal,,Wood,,CF Steel,,Metal,,no,,yes,n/a,,,0%,0%,0%,0%,0%,0%,0%,n/a,n/a,no,yes,Doors open out,MM,2b,Updated address and GPS pin.  No information on year built.
80f2b97c-e2be-4191-8a3b-4d9699343592,28.06573,-97.09994,Tracy Kijewski-Correa,9/8/2017,Hurricane,HH-090817-S0009-TK,CMMI-1266418,"c2cd3582-c132-4caa-89e2-b9e4c4c24b2b,726397ac-b3ad-4da9-a391-4143b7cc120e,a993575e-f722-4d8b-9cce-66e719c34843,5a84f8e6-8ad0-4dba-9995-01d246e08558",",,,",https://web.fulcrumapp.com/photos/view?photos=c2cd3582-c132-4caa-89e2-b9e4c4c24b2b%2C726397ac-b3ad-4da9-a391-4143b7cc120e%2Ca993575e-f722-4d8b-9cce-66e719c34843%2C5a84f8e6-8ad0-4dba-9995-01d246e08558,2=Moderate,10,120,Lakeview Rd.,,Rockport,,TX,78382,,120 Lakeview Rd. Rockport TX 78382,Single Family,,1,,no,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,yes,3,yes,n/a,Wind,,50%,50%,0%,0%,0%,0%,0%,n/a,n/a,no,yes,"manufactured home, double wide, plywood shutters",MM,2b,Updated address and GPS pin.  House not in google streetview--new House.  No information on year built.
3b42be6b-27ea-43d2-b54a-f472777d51c8,28.066215,-97.099339,Tracy Kijewski-Correa,9/8/2017,Hurricane,HH-090817-S0011-TK,CMMI-1266418,"4b7e7787-fe1a-4966-bfb4-a7e4b2b9a4ed,21cb059e-b579-4adf-90e3-ff7ab9564295,6cfda7d3-473f-495d-ad46-cb2a100eaeb1,00349d6a-da4f-47a2-9c16-6baaec166e8d,ade7a2c7-64ba-445c-a5ab-915cbef16f29",",,,,",https://web.fulcrumapp.com/photos/view?photos=4b7e7787-fe1a-4966-bfb4-a7e4b2b9a4ed%2C21cb059e-b579-4adf-90e3-ff7ab9564295%2C6cfda7d3-473f-495d-ad46-cb2a100eaeb1%2C00349d6a-da4f-47a2-9c16-6baaec166e8d%2Cade7a2c7-64ba-445c-a5ab-915cbef16f29,2=Moderate,10,127,Lakeview Rd.,,Rockport,,TX,78382,,127 Lakeview Rd. Rockport TX 78382,Single Family,,2,38,no,Complex,,Shingles,,Asphalt,,Wood,,Wood Frame,,Aluminum Siding,,no,,yes,n/a,Wind,,25%,25%,0%,25%,0%,0%,0%,n/a,n/a,yes,yes,"Shed lost, loss wall cover",MM,2a,"Updated address and GPS pin.  Roof sheathing loss was 25%, damage rating updated to moderate.  Updated construction year and building materials."
